job_title,location,company,salary,rating,summary,city
Associate Consultant/Analyst,"San Mateo, CA 94403 (Country Club Heights area)",Open Impact,71500.0,,"Articulate and structure client research in a logical manner; design a method for answering key questions using research/data. Job Types: Full-time, Temporary.",San Francisco
Patient Care Coordinator at Concierge Primary Care Practice,"San Francisco, CA 94133 (North Beach area)",Discover Health,60000.0,,"1 year of professional experience, ideally in hotel/hospitality or customer service/retail. The ideal Patient Care Coordinator will be autonomous, responsible,…",San Francisco
Test and Reliability Engineer,,Vantage Robotics,95000.0,,"Conduct test data analysis, clearly communicate test results, and collaborate with design and reliability engineers to resolve issues detected in testing.",San Francisco
Full Stack Developer,"San Mateo, CA 94403 (Country Club Heights area)",Cignition,141064.5,,"MongoDB or other NoSQL experience. Solid understanding of software and database fundamentals. Be ready to collaborate with designers, artists, gameplay…",San Francisco
Programmer Analyst,"Oakland, CA 94612 (Downtown area)",Mathematica Policy Research,90500.0,3.8,Working with large secondary data sources such as Medicare and Medicaid administrative claims data and survey data to effectively answer research questions…,San Francisco
Bioinformatics Research Assistant,"San Francisco Bay Area, CA","RealSeq Biosciences, Inc.",67500.0,,"Bachelor or Masters in bioinformatics, statistics, computer science, genetics or related field of study. Personal protective equipment provided or required.",San Francisco
Entry Level Developer,"Oakland, CA 94612 (Downtown area)","Alameda County, CA",77000.0,3.9,"Articulate ideas, technical concepts to other developers or business analysts in the organization. Gather business requirements and analyze data.",San Francisco
Software Engineer (remote),"San Francisco, CA","Primary Diagnostics, Inc",137500.0,,"Bachelor’s degree in Computer Science or Engineering. Drive engineering projects to completion, with a tenacious focus on the business impact of.",San Francisco
DATA ENGINEER,,Harnham,150000.0,4.6,"Demonstrable capability to work managing large scale data, ideally with S3 data-lakes. You will be working on designing robust distributed data pipelines.",San Francisco
QB3 Facilities Director (5196U) - 15325,"Berkeley, CA 94720",University of California Berkeley,128500.0,4.2,"Works with organization occupants to plan space that accommodates non-routine systems and / or research or specialized equipment, and hazardous materials…",San Francisco
"Manager, Product Strategy","San Francisco, CA 94105 (South Beach area)",Indeed,173000.0,4.3,Strong analytical skills across multiple types of data from financial / accounting data to product data. Great emotional intelligence - must be able to build…,San Francisco
Manufacturing Engineer,"San Francisco Bay Area, CA",SaiberSMart LLC,57500.0,,"Ability to interpret basic statistical data. Bachelor’s Degree in Engineering, Science, or technical field (Chemical, Mechanical, Biomedical, Bioengineering or…",San Francisco
"UI Engineer, Gaming","San Francisco, CA 94110 (Mission area)","The Meta Game, Inc.",110000.0,,Experience with state-management packages like Redux or MobX. A love of infographics and simplifying data to be presented quickly and clearly.,San Francisco
Director - Operations & Supply Chain,"San Francisco Bay Area, CA",CasaOne,147500.0,,Make data-driven decisions and implement process improvements based on operating data. Proven track record of implementing operational improvements in a…,San Francisco
Human Services Analyst - Research,"Seattle, WA",Mathematica Policy Research,80000.0,3.8,"Specifically, we are seeking analysts in the research specializations. Ability to identify and collect data, and perform quantitative and qualitative data…",Seattle
Data Engineer,"Seattle, WA","Amazon Web Services, Inc.",134300.0,3.6,"You should have excellent business and communication skills and be able to work with business owners to develop and define key business questions, then build…",Seattle
"Data, Analytics and Visualization Engineer","Everett, WA 98203",Snohomish County PUD,100238.0,3.8,"Experience with SAP Business Objects or other business intelligence tools. Three (3) years directly related subject matter expertise, quantitative, business…",Seattle
"Business Analyst, Global Events","Seattle, WA","Amazon Web Services, Inc.",99500.0,3.6,"3+ years of relevant experience in a business analyst, data analyst or statistical analysis role. 5+ years of relevant experience in a business analyst, data…",Seattle
Senior Data and Evaluation Analyst,"Seattle, WA 98122 (First Hill area)",Seattle University,60000.0,4.3,In Access and/ or other database programs. Knowledge of education data and experience helping practitioners use data to improve.,Seattle
Operations Research Analyst,"Seattle, WA",ThriveSoft,70325.0,,Bachelors degree in Computer Science or related + 2 years experience; or any suitable combination of education (including a determination by a credentials…,Seattle
Operational Research Analyst,"Seattle, WA",ThriveSoft,65000.0,,"In-depth data analysis to get the customers data using traditional and advanced methods. Gathering information from a range of internal and external sources,…",Seattle
Intel Analyst,"Seattle, WA 98108 (Georgetown area)",Allied Universal,58000.0,3.2,"Verifiable professional and/or academic research skills. Bachelor's Degree or higher in history, political science, international affairs/relations, or related…",Seattle
SW Engineer II - Data Warehouse,"Bellevue, WA",The Trade Desk,130150.0,4.0,"You will develop a deep understanding of our company’s various operational systems and datasets in order to then extract data into the data warehouse, model it…",Seattle
Business Systems Analyst - Seattle Pacific University,"Seattle, WA 98119 (North Queen Anne area)",Seattle Pacific University,72500.0,4.4,Maintains institutional data integrity and provides assistance with business intelligence/reporting. Enforces policies and security measures to safeguard…,Seattle
Experienced Data Engineer,"Seattle, WA 98101 (Downtown area)",Liberty Mutual Insurance,97700.0,3.6,"Bachelor's or Master's degree in technical or business discipline or equivalent experience, technical degree preferred. Mentor new and junior developers.",Seattle
Management Analyst,"Seattle, WA",US Department of Veterans Affairs,91388.5,3.8,Certain current or former term or temporary federal employees of a land or base management agency. Current or former competitive service federal employees.,Seattle
Systems Data Analyst,"Redmond, WA 98052 (Downtown area)",BiSoft,85000.0,,"Ability to work with data, data mapping, data modeling and data lineage. Should have SQL experience in Teradata, SQL Server, Oracle or other database.",Seattle
"Manager, Product Research","Seattle, WA 98101 (Downtown area)",Liberty Mutual Insurance,106700.0,3.6,"Deep knowledge of data sources, tools, and the business. Queries data to conduct ad hoc analysis of metrics and answer advanced business questions.",Seattle
Sr. Data Developer,"Bellevue, WA 98006 (Factoria area)",T-mobile,87500.0,3.8,"Explore existing and new data sources and ingest data into lab environment, as needed. Get a deep understanding of data requirements, business rules and metrics…",Seattle
IT Security Analyst- (IT Systems Engineer 2),"Tacoma, WA",Pierce County Washington,95643.0,2.7,"You will work with a matrixed team of systems/network engineers, software developers, systems/data analysts, and GIS specialists to implement cybersecurity and…",Seattle
Sql Server Developer,"Redmond, WA 98052",SDH Systems,113381.0,,Designing logical and physical database structure to facilitate analysis of data from both operational and client perspectives.,Seattle
Programmer Analyst,"Seattle, WA",Mathematica Policy Research,90500.0,3.8,Working with large secondary data sources such as Medicare and Medicaid administrative claims data and survey data to effectively answer research questions…,Seattle
Production Support Engineer,"Seattle, WA",Homesite Insurance,125000.0,3.2,MySQL knowledge (or similar data tools). Drupal (or other content management system). Restful web services (or ability to learn).,Seattle
LSJ Data Architect,"Seattle, WA",King County,147370.0,4.1,"Coordinate efforts with other service teams to ensure quality data requirements, data structures, and data services are addressed as part of our solution…",Seattle
Systems Analyst (SA) or Business Systems Analyst (BSA),"Seattle, WA",ThriveSoft,85000.0,,"Formulate complex business process & SQL logic. Bachelor Degree in Computers, Electrical, & Electronics or equivalent.",Seattle
"Wastewater Energy Engineer, Journey","Seattle, WA 98199 (Magnolia area)",King County,102346.5,4.1,"The Most Competitive Candidates: Will be engineers, analysts or technical staff with experience in industrial facilities, energy, and technical data analysis.",Seattle
Training Coordinator,"Seattle, WA 98104 (Downtown area)",US Department of Agriculture,83665.5,4.1,"Ph.D. or equivalent doctoral degree or 3 full years of progressively higher level graduate education leading to such a degree or LL.M., if related.",Seattle
Functional Analyst II,"Seattle, WA 98104 (Downtown area)",King County,87453.5,4.1,Gather and organize data from queries into meaningful information in the form of polished data tables and reports. Participate in change management processes.,Seattle
Program Analyst,"Des Moines, WA",US Department of Transportation,71682.5,4.1,Current or former permanent federal employees must have met a one year probationary period or trial period in the competitive or excepted service.,Seattle
Budget and Performance Analyst - Finance Department,"Tacoma, WA",Pierce County Washington,94553.5,2.7,A Master’s Degree or additional coursework and/or certifications in finance and budgeting is desirable. Workday or other complex ERP/HRIS system proficiency.,Seattle
Power BI Developer,"Seattle, WA",Navigator CRE,70000.0,,"Think strategically about the uses of data and how data use interacts with data design. Navigate various data sources, craft and execute database queries.",Seattle
Digital Media Coordinator / Communications Specialist IV,"Seattle, WA 98104 (Pioneer Square area)",King County,103240.5,4.1,Principles and methods for analyzing research data to develop and implement effective communication strategies. Public outreach/Public Affairs support.,Seattle
"Manager, Product Analysis","Seattle, WA 98154 (Downtown area)",Liberty Mutual Insurance,108300.0,3.6,"Deep knowledge of data sources, tools, and the business. Queries data to conduct ad hoc analysis of metrics and answer advanced business questions.",Seattle
Principal Development Engineer,"Seattle, WA",Homesite Insurance,160000.0,3.2,"Analyzes high level system specifications, business requirements and/or use cases. Collaborates with others regarding effectiveness of systems flow, data usage…",Seattle
Senior Environmental Scientist,"Edmonds, WA 98020","NewFields Northwest, LLC",90000.0,,"Communicates Effectively: effective in a variety of communication settings – one-on-one or group, written or verbal, formal or informal, among diverse styles…",Seattle
Disease Research & Intervention Specialist - CD Investigations,"Seattle, WA",King County,72345.5,4.1,"Demonstrated proficiency in data entry and data management, and ability to pivot between multiple databases. Washington State Driver’s License or the ability to…",Seattle
System Support Engineer,"Bellevue, WA",Allied Universal,70000.0,3.2,"May perform on-call, on-site support, or coordinate support via other business units. Bachelor degree in IT or Security-related discipline.",Seattle
"Digital Consultant, Web Analytics","Seattle, WA 98107 (Ballard area)","Adswerve, Inc.",60000.0,,"1+ years experience with HTML and JavaScript coding or relevant Excel, database, or web-based technology desired.",Seattle
"Media Specialist- Energy Justice, Urban Wildlands, International","Seattle, WA 98101 (Downtown area)",Center for Biological Diversity,62500.0,4.5,"Proven track record as a working journalist or in strategic or advocacy communications work. Five to 10 years of experience as a professional communicator,…",Seattle
FINANCIAL MANAGEMENT ANALYST,"Bremerton, WA",US Department of the Navy,81447.0,4.3,Certain current or former term or temporary federal employees of a land or base management agency. FOR GS-11: Your resume must demonstrate at least one year of…,Seattle
Senior to Principal Data Engineer,"Seattle, WA 98101 (Downtown area)",Liberty Mutual Insurance,99300.0,3.6,"A Bachelor’s or Master’s degree in a technical or business discipline, or equivalent experience. General knowledge of a business function(s) and business…",Seattle
Quality Analyst,"Redmond, WA 98052 (Downtown area)",BiSoft,85000.0,,4 Year Bachelor’s degree in Computer Science or related discipline with 6 years of experience. Conduct defect management activities that include problem…,Seattle
Business and Finance Officer IV,"Seattle, WA",King County,110864.0,4.1,Skill in creating analyses based on transaction level data or through the application of standard financial and statistical analysis to inform decision-making…,Seattle
Project/Program Manager I - Asst Research Coordinator,"Seattle, WA 98104 (First Hill area)",King County,79539.0,4.1,"Under the general direction of the Senior research coordinator, performs duties such as provide general support of the research team with enrollment, consent,…",Seattle
Senior Data Engineer,"Seattle, WA 98101 (Downtown area)",Liberty Mutual Insurance,108300.0,3.6,"A Bachelor’s or Master’s degree in a technical or business discipline, or equivalent experience. 3 to 5+ years of data engineering experience.",Seattle
Member Services Administrator,"Seattle, WA 98133",SBI Association Management,44000.0,,Strong computer skills to include: Microsoft Office Suite; experience using AMS or CRM database systems desirable. We provide an extensive training program.,Seattle
Interdisciplinary,"Seattle, WA",US Department of the Army,132321.5,4.3,Certain current or former term or temporary federal employees of a land or base management agency. You MUST submit a copy of your license or certification with…,Seattle
Aviation Technical Systems Specialist,"Des Moines, WA",US Department of Transportation,135176.0,4.1,"Procedural or airspace analysis; or experience and knowledge of the National Airspace System (NAS) procedures, principles or facilities.",Seattle
Industrial Instrument/Electrical Lead (I/E Lead) at West Point Treatment Plant (SDA),"Seattle, WA",King County,107494.0,4.1,Assist in the inspection of instrumentation installed by external vendors or contractors. Completion of an apprenticeship program or equivalent training …,Seattle
Contract Specialist/Procurement Analyst (Direct Hire),"Seattle, WA",US Department of Transportation,123976.5,4.1,"Be responsible for the full range of pre-award functions involving procurements (including assistance agreements), typically involving technical services or…",Seattle
Product Owner II - Mainframe Database,"Seattle, WA 98101 (Downtown area)",Liberty Mutual Insurance,128200.0,3.6,"Analyzes feasibility, cost ramifications, economies, or other aspects of planned or potential IT solutions whether hosted internally or externally (cloud).",Seattle
Instructional Designer,"Tacoma, WA 98402 (New Tacoma area)",City of Tacoma,78697.0,3.8,"Certification in facilitation, emotional intelligence and/or training; Determine training requirements, identify and research data sources and conduct research,…",Seattle
Mainframe Cybersecurity Specialist,"Seattle, WA 98101 (Downtown area)",Liberty Mutual Insurance,86800.0,3.6,Bachelors or degree in technical or business discipline or equivalent experience. Collects data and generates batch processes for security-related reporting and…,Seattle
Industrial Maintenance Worker (Brightwater Treatment Plant),"Woodinville, WA",King County,65395.0,4.1,"Use vendor data and catalogs to order parts, repair equipment and make modifications. Assist in repair, design or fabrication of plant piping and other heavy…",Seattle
"Human Services Analyst - Program Development, Support, and Improvement","Seattle, WA",Mathematica Policy Research,80000.0,3.8,"Ability to identify and collect data, and perform quantitative and qualitative data analysis. Minimum of two years of experience working with or in federal,…",Seattle
Project/Program Manager III - STD Partner Services and PrEP,"Seattle, WA 98104 (First Hill area)",King County,100817.5,4.1,"Respond to information and data requests. Consult with leadership when managing complicated, unusual, or high-priority cases, investigations and activities.",Seattle
Marketing Data Scientist,"Austin, TX 78731",Indeed,81000.0,4.3,"Day-to-day activities will involve using Python, or R, to pull together large data sets. Whether creating impactful advertising, coding bidding algorithms, or…",Austin
Senior Data Engineer,"Austin, TX",Apgar Consulting,93000.0,,"Personal protective equipment provided or required. Master data management: 3 years (Required). Sanitizing, disinfecting, or cleaning procedures in place.",Austin
Research Scientist/Engineer - Product Development and Testing,"Round Rock, TX 78664","Ametrine, Inc.",57500.0,,"May require domestic and/or international travel (25% or less). Bachelors Degree in Engineering, Physics, or Chemistry. 0-2 years of experience.",Austin
Cloud Data Engineer,"Austin, TX",Ursi Technologies Inc,115543.0,,"Experience building and optimizing ‘big data’ data pipelines, architectures and data sets. Working knowledge of message queuing, stream processing, and highly…",Austin
Data Entry Specialist,"Austin, TX 78727",CONSOLIDATED REINFORCEMENT,45000.0,3.6,1+ years’ experience performing data analysis or data entry. Log all new job information into database daily. Willing to cross train with other departments.,Austin
Location Intelligence (GIS) Analyst,"Austin, TX 78735",The Retail Strategy,55000.0,,"Retailer or Franchise mapping experience. Understanding of cell phone data platforms. The role demands strong technical knowledge of designing, developing and…",Austin
Business Analyst - SQL & Excel Analysis,"Austin, TX",The Teltech Group,97480.0,,"Documents relevant data reporting elements. Queries, analyzes, and provides data. Ability to quickly and clearly communicate technical information to non…",Austin
Business Analyst,"Austin, TX 78741 (Pleasant Valley area)",Falcontek,99500.0,,"A Bachelor’s Degree in Operations Research, Mathematics, Computer Science, Cost Accounting or related scientific or technical discipline with 5 years of…",Austin
"Data Scientist - Job Seeker, Invitation Quality","Austin, TX 78731",Indeed,128000.0,4.3,"Passion to answer Product/Engineering questions with data. Have full stack experience in data collection, aggregation, analysis, visualization,…",Austin
Strategy Analyst,"Austin, TX 78731",Indeed,71000.0,4.3,Savvy in data analysis and problem-solving. Strong business acumen and structured thinking with a global perspective; international experience is preferred.,Austin
Business Operations Analyst - Service & Support,"Pflugerville, TX",EOS North America,75000.0,4.0,"Data collection, data pipeline development and data analysis for problem solving or ad hoc needs. Work with business stakeholders to determine their business…",Austin
"Data Scientist - Internal Platforms, Hire Signal","Austin, TX 78731",Indeed,143000.0,4.3,"Can develop production-grade data science solutions using Python, R, Scala, or Java. We build the centralized data source of hires that occur on Indeed, and we…",Austin
Analyst for Educator Data and Preparation Program Management,"Austin, TX 78701 (Downtown area)",Texas Education Agency,68046.0,3.7,"Experience: At least two (2) years of experience in data analysis, research, compilation, and/or reporting work.",Austin
Experienced Business Planning Analyst,"Austin, TX 78746",Benchmark International,55000.0,4.0,"Bachelor’s degree with a concentration or advanced degree Finance, Marketing, or Accounting or an unrelated degree with significant work experience in one or…",Austin
"Data Engineer (Hadoop, AWS, Java)","Austin, TX 78731",Indeed,129000.0,4.3,"Skilled in sourcing, extracting, transforming, and loading data, you are able to translate business requests into database design.",Austin
Data Scientist -Deep Reinforcement Learning (DRL) Researcher,,Moneza Inc,95000.0,,"3+ years working as a data scientist (preferably for a startup). 2+ years experience using standard development tools, including Git and JIRA (or similar).",Austin
Data Analyst- Public Education,"Austin, TX",Legislative Budget Board,45000.0,,The position will also support the budget analyst responsible for the state’s public school finance system; respond to related ad hoc data requests; and perform…,Austin
Investment Performance Analyst,"Austin, TX 78746 (Barton Hills area)",Texas County & District Retirement System,72500.0,4.3,Collect data and calculate performance for investment portfolios. Assist with preparation of quarterly board report data relative to manager analytics.,Austin
Business Analyst,,"ImplantBase, LLC",75000.0,,Document to ensure business requirements are adequately reflected in development documents. Provide input and support the development of business and functional…,Austin
Senior Data Scientist,,dMASS,126000.0,,"Masters degree or Ph.D. in Computer Science, AI or related computational fields. Experience managing manual data annotation projects.",Austin
Database Administrator and Developer,,Olea Edge Analytics Inc.,77500.0,,"This role will ensure that: data remains consistent across the database, data is clearly defined, users access data concurrently, in a form that suits their…",Austin
Legal Contracts Analyst (open to remote),"Austin, TX 78731",Indeed,53000.0,4.3,Support in-house counsels and other teams on ad hoc research and projects as necessary. Demonstrated ability to understand balancing business need and legal…,Austin
Business Analyst / UML 2.5.1 / Ralph Kimball methodology,"Austin, TX",The Teltech Group,80140.0,,"The Business Analyst should possess both business and systems analyst skills, perform business process and requirements analyses by leading stakeholder…",Austin
Emerging Operations Team Lead,"Austin, TX 78731",Indeed,70500.0,4.3,"Statistical analytics experience on data from a diverse array of data sources, and the ability to synthesize and visualize data for making timely decisions,…",Austin
Product Scientist - Ask'em,"Austin, TX 78731",Indeed,129000.0,4.3,"Experience building and/or pulling data using SQL. Work alongside other data scientists and software engineers to expand Indeed's catalog of tools, techniques,…",Austin
Business Process Analyst,"Pflugerville, TX 78660",City of Pflugerville,55000.0,3.9,Prepare special reports and conduct research as requested by department management. Develop or modify written procedures relating to departmental processes and…,Austin
Business Analyst II or III - Toll Operations Division,"Austin, TX 78754",Texas Department of Transportation,64738.0,3.9,"Analyzing and organizing business and technical data. Captures, documents and/or implements functional business requirements.",Austin
Publishing Manager,"Austin, TX",Scribe Media,60000.0,3.0,(You will not be writing or editing the manuscript yourself.). You're a Project Manager in that you're responsible for a book creation and publishing process.,Austin
Senior Business Analyst,"Austin, TX 78750",Indeed Flex,87500.0,5.0,Looking at business data proactively and find opportunities for improvement and share insights with relevant senior stakeholders. 3+ Years working with SQL.,Austin
Senior Telecommunications Engineer,,VERSA Integrated Solutions,69000.0,3.9,"VERSA takes the time to fully understand our customers' business needs, and engineers’ solutions that are both flexible and scalable to evolve as the customer…",Austin
Product Strategy Manager,"Austin, TX 78731",Indeed,134000.0,4.3,Strong analytical skills across multiple types of data from financial / accounting data to product data. Great emotional intelligence - must be able to build…,Austin
Real Estate Analyst I and II - Right Of Way Division,"Austin, TX 78704 (South River City area)",Texas Department of Transportation,69335.5,3.9,Coordinates leasing or disposal of surplus property or other asset-related matters. Analyzes new or proposed legislation or regulations to determine impact on…,Austin
Machine Learning Engineer,,Real Estate Technology Start-up,90000.0,,Knowledge of batch and streaming data processing techniques. Strong knowledge of AWS or similar cloud platforms. Machine Learning: 3 years (Preferred).,Austin
Enterprise Architect,,Texas Association of Counties,82500.0,3.7,"Knowledge of full-life cycle data warehousing, data exchange, data integration, data quality, data security and architectural principles of data integration.",Austin
Hardware Engineer,,SimplyNUC,70000.0,,Personal protective equipment provided or required. Image database: 2 years (Preferred). Bachelor’s Degree in Engineering (such as Mechanical or Electrical) and…,Austin
Senior Data Engineer,"Austin, TX",Gametime,147500.0,,Familiarity with business intelligence/analytics tools like Tableau or Periscope Data. Collaborate with our data scientists to productionize their models.,Austin
9-1-1 Data Analyst,"Austin, TX 78701 (Downtown area)",911 Datamaster Inc,40000.0,,"Identify data inconsistencies and conflicts in address data sets. Complex data analysis to initiate, define and manage database migration efforts.",Austin
Data Architect,"Austin, TX",BVM Technology Associates Inc,116500.0,,"Implement data tools to support analytics and data scientist team. Discover data across many different systems, data sources, and data types.",Austin
Data Scientist,,"Nurocor - Austin, TX",104500.0,,"Work with product managers, strategy teams and domain owners to create data standards content to meet business needs. Employee Friendly Paid Time-off Policy.",Austin
Senior Software Engineer - Data Infrastructure,"Austin, TX 78731",Indeed,129000.0,4.3,"And extract, cluster or classify high-quality features from unstructured data and code innovative tools to support rapid experimentation and learning.",Austin
Staff Software Engineer - Data Infrastructure,"Austin, TX 78731",Indeed,156000.0,4.3,"And extract, cluster or classify high-quality features from unstructured data and code innovative tools to support rapid experimentation and learning.",Austin
Accountant,"Austin, TX 78752 (Highland area)",Austin Community College,54212.5,4.3,Reports To Manager or Director. Develops or assists with developing procedures to improve departmental workflows. Commitment to Equity and Inclusion.,Austin
Principal Database Engineer,"Austin, TX",SMArtX Technology Solutions,105655.0,,"Mentor software developers on how to think about data models in scalable software solutions. 5+ years experience in cloud database architecture, design, and/or…",Austin
Customer Success and Insights Analyst,"Austin, TX",Wedeo Inc.,42500.0,,"Experience with business intelligence tools (Tableau, Sisense, Qlik etc). Customer insights and market research experience in the retail and/or restaurant…",Austin
Systems Analyst V - Information Technology Division,"Austin, TX 78744 (Mckinney area)",Texas Department of Transportation,93406.0,3.9,"Coordinates and/or researches, analyzes and tests business procedures, information systems, programs or systems software.",Austin
Software Engineer - Ads,"Austin, TX 78731",Indeed,134000.0,4.3,"BS in Computer Science or related area, or relevant work experience. Deep experience in big data and/or applied machine learning, preferably in digital…",Austin
Senior Project Manager - SMB,"Austin, TX 78731",Indeed,87500.0,4.3,Able to analyze information to find trends or diagnose problem areas. Recommend improvements to established business processes while continuing to deliver high…,Austin
Senior Healthcare ETL Developer/Database Administrator,"Austin, TX","ApplicaScientific, Inc.",100000.0,,"Preferred: Experience with OLAP cubs, data mining, data presentation,. Familiar with estimating database migration projects and tasks.",Austin
Budget Analyst,"Leander, TX",Leander Independent School District,55216.0,4.1,"Associate’s degree in accounting, business administration or equivalent combination of training/experience to demonstrate ability to do the job.",Austin
Accountant,"Austin, TX 78746",Per Stirling Capital Management,50000.0,,Personal protective equipment provided or required. Bachelor’s degree in Accounting or equivalent required. Generate summary sheets to be used by supervisor or…,Austin
Transportation Engineer I,"Georgetown, TX 78626",Texas Department of Transportation,68046.5,3.9,Satisfactory driving records are required for driving state or personal vehicles and motor driven equipment to conduct agency business.,Austin
Budget Analyst IV,"Austin, TX 78701 (Downtown area)",Texas Education Agency,72789.0,3.7,"A degree in Accounting or Finance is preferred. Experience: At least four (4) years of progressively responsible experience in financial management, budget…",Austin
Product Manager - Measurements,"Austin, TX 78731",Indeed,126500.0,4.3,The Measurements team leads Indeed’s ability to leverage SMB (Indeed’s small business business unit) data to understand our business and drive hires.,Austin
Executive Director,"Austin, TX 78701 (Downtown area)",Texas Department of Transportation,279100.0,3.9,Bachelor's Degree in engineering or transportation planning. Experience can be satisfied by full-time or prorated part-time equivalent.,Austin
Entry Level Sales - M&A Analyst,"Austin, TX 78746",Benchmark International,40000.0,4.0,"Ability to respond to common inquiries or complaints from customers, regulatory agencies or members of the business community.",Austin
Senior Engineer,"Austin, TX",JobSiteCheck,100890.5,,Have been working as a Senior Software engineer driving technical work for various groups of engineers. Structure data collected from workers such that it can…,Austin
"SMB Marketing Manager, Retention","Austin, TX 78731",Indeed,97500.0,4.3,Analyze large amounts of qualitative and quantitative data and work with BI and data analysts to identify key opportunities and areas for optimizations.,Austin
Private Banker III,"Austin, TX 78705 (West University area)",Broadway Bank,137500.0,3.9,Has assumed important business development or product/relationship management responsibilities for his or her own clients.,Austin
Technical Product Specialist,"Austin, TX 78731",Indeed,103500.0,4.3,2+ years experience working with large marketing systems and data and/or marketing tool development/implementation.,Austin
Engineer (Traffic) Or Engineer Associate (Traffic),"Austin, TX 78701 (Downtown area)",Travis County,83791.0,3.7,"Analyzing complex data, technical engineering data and reports. Establish and maintain effective working relationships with County employees and officials,…",Austin
Product Support Specialist,"Austin, TX 78758 (North Burnett area)","Banyan Water, Inc.",75000.0,,"Acquire data from primary or secondary data sources. Leverage product data and user feedback to identify, analyze, and interpret trends or patterns in complex…",Austin
Technical Product Manager - Data Pipelines,"Austin, TX 78731",Indeed,147000.0,4.3,3+ years experience with data infrastructure or data analytics platforms. Outstanding data analysis and data-driven decision-making skills.,Austin
Senior Data Scientist - Nationwide Opportunities,"Austin, TX","Amazon Web Services, Inc.",116200.0,3.6,Experience in an ML engineer or data scientist role building and deploying ML models or hands on experience developing deep learning models.,Austin
"Engineer, Extremities","Austin, TX",DJO Global,90500.0,3.3,"Ability to respond to common inquiries or complaints from customers, regulatory agencies, sales representatives, design surgeons, or members of the business…",Austin
Entry Level Java Developer,"Austin, TX",FIABLE CONSULTING INC,83406.0,,"Relational database structures and queries for efficient update and retrieval of data. Designing, developing and implementing web-based Java application to…",Austin
Growth Marketing Senior Specialist - Mid Market,"Austin, TX 78731",Indeed,108000.0,4.3,Strong analytical skills with the ability to analyze and make actionable insights from data (SQL proficiency a plus).,Austin
Business Development Representative,"Austin, TX 78704 (South Lamar-South Congress area)",RANE Network/Stratfor,50000.0,,Close business through consultative selling methodologies. Experience selling to CXO’s preferably Chief Risk/Compliance officers or General Counsel at F500…,Austin
Director of IT,"Austin, TX 78758 (North Austin area)",Planet Fitness - Excel Fitness,112500.0,3.5,Understand the business challenges and recommend both technical and non-technical solutions. Five (5) years technical experience as a Database Administrator …,Austin
Penetration Tester,"Austin, TX",Data wave technologies.com,92000.0,,Python : At least 1 year Is Required. Information Management & Security : 2-5 years Is Required. Web Application Security : 2-5 years Is Required.,Austin
Senior Software Engineer - Python,"Austin, TX 78731",Indeed,129000.0,4.3,"And extract, cluster or classify high-quality features from unstructured data and code innovative tools to support rapid experimentation and learning.",Austin
Staff Automation Engineer - Job Alerts,"Austin, TX 78731",Indeed,134000.0,4.3,"B.S. in Computer Science or related area, or relevant work experience. Demonstrated programming skills in Java, Python, or other OOD syntax.",Austin
Product Manager - Monetization Platform,"Austin, TX 78758 (North Burnett area)",Indeed,126500.0,4.3,Computer Science or a similar degree strongly preferred. SQL or similar: 2 years (Preferred). 3+ years of product management (or similar) experience.,Austin
Director of Operations,"Austin, TX 78702 (Central East Austin area)",Kartwheel Studio,87000.0,,"Bachelor’s degree in business management, finance, or related field preferred. Personal protective equipment provided or required.",Austin
Zoho Administrator/IT Support,"Cedar Park, TX 78613",AnyPlace MD,62500.0,1.0,"Bachelor’s Degree, preferred, or combination of education and experience ideally in Database Management, Business Administration or related field.",Austin
Technical Program Manager-SMB,"Austin, TX 78731",Indeed,126000.0,4.3,Identify core problems or opportunities within business processes. You capably elicit high-level requirements from both business and technical stakeholders and…,Austin
Director of Marketing,"Austin, TX 78733",Sunlux Energy,115000.0,4.2,"Market intelligence gathering and analysis strategies (Intel). Proficiency in SQL, Python or related querying language. Competitive Pay: $100,000 - $130,000.",Austin
Senior FP&A Analyst,"Austin, TX 78746","Aspyr Media, Inc.",74491.0,,"Bachelor’s degree in Accounting or Finance. Develop new reports to support the business as needed. 7+ yrs experience in a Financial Planning & Analysis,…",Austin
"Coordinator, Grants and Special Projects","Round Rock, TX",Austin Community College,38883.5,4.3,"Work experience in grant or program support, data collection, and reports generation. Manage or administer grant funds. Prepare and/or process purchase orders.",Austin
Senior Software Engineer - Ads,"Austin, TX 78731",Indeed,172000.0,4.3,"BS in Computer Science or related area, or relevant work experience. Deep experience in big data and/or applied machine learning, preferably in digital…",Austin
"Manager, Procurement Management Office","Austin, TX",Oracle,124232.0,3.8,Frequently interacts with supervisors and/or functional peer group managers. Flexible paid time off (unlimited or accrued vacation and sick leave).,Austin
Engineering Project Coordinator,"Pflugerville, TX","EOS of North America, Inc.",70000.0,,"Assist Engineering group in processing ECO's and data. Work closely with engineers to maintain comprehensive EE, Mechanical & System BOM release for builds.",Austin
Clinical Data Operator,"Austin, TX","Austin Staffing, Inc.",35000.0,,Associate degree and/or 2 years of data entry/customer service experience. This role blends advance data entry skills with the duties of a customer service…,Austin
"Quality Assurance Automation Engineer - Job Seeker, Invitation Quality","Austin, TX 78731",Indeed,109000.0,4.3,"Experience testing API and database levels of a product or application. B.S. in Computer Science or related area, or relevant work experience.",Austin
