job_title,location,company,salary,rating,summary,city
Senior Financial Analyst,"Cedar Park, TX 78613",Thetford & Valdez CPAs,41.5,,Bachelor's Degree in Finance or Accounting or related discipline required. Personal protective equipment provided or required.,Austin
Image Review Clerk,"Austin, TX","Faneuil, Inc.",15.0,2.8,6 months prior data entry experience or a related area preferred. High school diploma or equivalent. Scanning of Customer or Violator document(s).,Austin
IT Business Systems Analyst Senior (Business Quality Management),"Austin, TX 78704 (South River City area)",City of Austin,38.0,4.1,"Verification of your education (which may include high school graduation or GED, undergraduate and/or graduate degrees) will be required.",Austin
Lab Analyst - Senior,"Round Rock, TX","City of Round Rock, TX",23.5,,Three (3) or more years of experience as a laboratory analyst or in a similar position. Reviews all analytical data produced by the laboratory for compliance…,Austin
Emerging Operations Senior Analyst,"Austin, TX 78731",Indeed,27.0,4.3,"Statistical analytics experience on data from a diverse array of data sources, and the ability to synthesize and visualize data for making timely decisions,…",Austin
Consumer Accounts Receivable,"Austin, TX 78727","TechPro, LLC",32.0,,"Bachelors degree in accounting, Finance or similar. Provide timely and accurate analysis and reporting to track key performance metrics and communicate…",Austin
Senior Analyst - Emerging Operations,"Austin, TX 78731",Indeed,27.0,4.3,"Statistical analytics experience on data from a diverse array of data sources, and the ability to synthesize and visualize data for making timely decisions,…",Austin
Temporary - Parking Enforcement Officer (10 positions),"Austin, TX 78701 (Downtown area)",City of Austin,16.5,4.1,"Issues citations for expired meters, improper use of specially designated or timed zones or lots, improper parking such as parking in crosswalks or other…",Austin
Campus Technologist - Elementary,"Leander, TX",Leander Independent School District,36.0,4.1,"May work prolonged or irregular hours. Ability to compute, analyze and interpret numerical data for reporting purposes.",Austin
Office Administrator,"Austin, TX 78702 (East Cesar Chavez area)",Christ Church of Austin,20.0,,High school or equivalent (Required). High school or equivalent (Preferred). Have the ability to analyze and organize complex data.,Austin
Project Analyst,"Austin, TX",Digital iTechnology,27.5,,"Looking for a Project Analyst having experience in creating, applying and maintaining tools to track program, project, or task performance data, including cost,…",Austin
Engineer I,"Kyle, TX",City of Kyle Texas,34.0,,"Ability to observe, compares, or monitors objects and data to determine compliance with prescribed operating or safety standards.",Austin
"Graduate Engineer A, B or Engineer A, B or C (Infrastructure Management)","Austin, TX 78701 (Downtown area)",City of Austin,43.0,4.1,"Bachelor of Science or higher in Civil, Environmental, or Water Resources Engineering. Verification of your education (which may include high school graduation…",Austin
Facilities Management Student Intern,"Austin, TX 78701 (Downtown area)",Teacher Retirement System of Texas,13.0,2.8,Education or experience in business administration or operations. Basic concepts in business or program terminology and methods.,Austin
REMOTE Inside Sales Professional,"Austin, TX",Aleron,30.0,4.2,Conduct initial phone qualification and research on assigned target accounts to gather intelligence. Ability to research and quickly translate information into…,Austin
Medical Technologist/Laboratory Scientist - 3rd shift,,Astrix Technology Group,25.0,3.5,Preferred – two years of laboratory training or experience or both in high complexity testing within specialty. Type of Job: Contract to Hire.,Austin
Senior Java Developer,,Intelligent Business Platforms LLC,67.5,,"A record of pursuing self-directed side projects, research, or open source projects. You will work with both front-end and back-end engineers to build all rich…",Austin
Medical Lab Technologist / Scientist,,"Austin Staffing, Inc",26.0,,"Current MT or MLS or CLS or CG certification from an accredited organization such as ASCP, AMT, or AABB. BS/BA degree (or equivalent) in Medical Technology,…",Austin
Board Certified Behavior Analyst (BCBA),,Positive Behavior Supports Corporation (PBS),54.0,3.8,"Board Certified Behavior Analyst or BCaBA (Required). Behavior Analyst are responsible for conducting assessments, writing, implementing, and monitoring…",Austin
Registered Behavior Technician (RBT),,Sprout Therapy,20.0,,"Minimum high school degree or equivalent, BA or BS preferred (or enrollment in a current program). They will assist patients with day to day activities, monitor…",Austin
REMOTE Inside Sales Professional,,Acara Solutions,30.0,3.4,Conduct initial phone qualification and research on assigned target accounts to gather intelligence. Ability to research and quickly translate information into…,Austin
Lead Data Engineer,,"SOL Digital, LLC",92.5,,"Experience with setting up and operating data pipelines using Python or SQL. *Understanding of data architecture concepts such as data modeling, metadata,…",Miami
Salesforce Business Analyst/Administrator,"Miami, FL",citratek,55.0,,Develop an in-depth knowledge of how data is utilized in business systems. At least 5 years of experience working as a business analyst in an agile delivery…,Miami
Business Analyst with Identify & Access Management (IAM),"Miami, FL",MWIDM Inc.,42.5,4.8,"Verify technical uses cases/transactions by reviewing data files and data from multiple sources. Be familiar with data manipulation, create complex data files…",Miami
2021 Research & Development Fall Co-Op,"Miramar, FL",Johnson & Johnson Family of Companies,21.0,4.2,Assignment area and work-site location will be matched to business needs. Proven leadership/participation with campus programs and/or community service…,Miami
"Analyst, Billing Assurance & Fraud ENTRY","Miami, FL 33178","TracFone Wireless, Inc.",19.0,3.5,Personal protective equipment provided or required. An Associates degree or equivalent work experience. Effectively manage additions and removal of customers…,Miami
Data Specialist,"Miami, FL 33125 (Flagami area)","Miami Bridge Youth and Family Services, Inc.",20.5,,"Ability to QA and troubleshoot data. Develop specifications for data capture and input; monitors input to ensure consistency, quality, and integrity of data.",Miami
Business Analyst/Project Manager,"Miami Beach, FL",TTS Solutions Inc,50.0,,"Experience with TFS or Azure DevOps; Create context diagrams, data workflow diagrams, business process diagrams and communicate current state process and…",Miami
CONTACT TRACER- 64906209,"Fort Lauderdale, FL 33315 (Edgewood area)",The State of Florida,25.0,3.5,Have a bachelor's degree or higher in science or other health related field from an accredited college or university.,Miami
Support Analyst,"Miami, FL 33146 (Coral Way area)",Pension Services Inc.,17.0,,"Proficiency in computer literacy and facility with word processing, spreadsheets, data entry and basic accounting software. The review of legal plan documents.",Miami
2021 Research and Development Summer Internship,"Miramar, FL",Johnson & Johnson Family of Companies,21.0,4.2,Assignment area and work-site location will be matched to business needs. Proven leadership/participation with campus programs and/or community service…,Miami
Deskside Engineer,"Miramar, FL 33027",GroupA,29.0,,"Ability to arrange processes or data in order of patterns specific to policies, processes, or system requirements. Must possess good problem-solving skills.",Miami
Dog Daycare Manager,"Miami, FL 33155",Pet Squire,15.0,3.5,Personal protective equipment provided or required. Assisting to execute marketing initiatives with owner and administrator to build client database and revenue…,Miami
Compensation Analyst,"Hialeah, FL 33012",Delta Hire,23.0,,"Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place. Compensation Analysis: 2 years (Required).",Miami
Fraud Detection National Security Clerk,"Kendall, FL",Sciolex Corporation,15.0,4.1,High school or equivalent (Required). There is a physical requirement to lift 45 lbs. or more consistently. Support the processing of forms/applications used in…,Miami
Experienced Clinical Research Coordinator,,Research Company,20.0,,"Two years in a clinical research setting, preferably working as a clinical research coordinator on Industry-Sponsored clinical trials.",Miami
General Office Worker,"Kendall, FL",Sciolex Corporation,14.0,4.1,High school diploma or equivalent. High school or equivalent (Required). There is a physical requirement to lift 45 lbs or more consistently.,Miami
Electrical Engineer,"North Miami Beach, FL 33162 (City Center area)",Saneex,32.0,1.1,"Conferring with customers, engineers, and others to discuss existing or potential engineering products or projects. Working with a variety of technicians.",Miami
Junior Business Analyst,,Robert Half,19.5,3.9,"Must be able to present data in an efficient way thru MS Excel or PowerPoint. Identify, analyze and interpret operational data to drive decision making process.",Miami
Experience Procurement & Budget Administrator,"Miami, FL 33129 (North-East Coconut Grove area)",Tier2Tek,32.5,4.3,Experience with personal computer software applications (spreadsheet and/or data manager). Maintains vendor database in accounting system.,Miami
Reliability Engineering Technician,"Plantation, FL",FreelanceVets,22.5,,"Assist in diagnosing issues for test instrumentation to provide accurate test data for engineers. AS Degree, or equivalent relevant work experience.",Miami
APPLY HERE! Behavioral Technician (BT),"Miami, FL 33165",Cultivate Behavioral Health & Education,21.0,3.6,"Collect and maintain accurate data and clinical notes utilizing data collection software. Under the direction of a Board-Certified Behavior Analyst (BCBA), the…",Miami
QA Automation Engineer,"Miami, FL",Gate Insight Inc,42.5,,"Bachelor’s degree or the equivalent combination of education, training, or work experience. Ability to perform considerable amount of back-end/database (SQL)…",Miami
Resident Services Supervisor,"Miami Beach, FL","KW Property Management, LLC",21.0,3.2,Flexible and long hours sometimes required for building urgencies or at Manager’s discretion for emergencies or special events or projects.,Miami
E-commerce specialist for Auto Parts Industry in Doral FL,,SHOU IE LLC,18.5,,"Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place. Creating Marketing Activities and Campaign.",Miami
Registered Behavior Technician,,"Children’s Behavior Therapy, INC.",20.5,4.7,"Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place. Our RBT's are often promoted from within.",Miami
Senior Mechanical Inspector,"Miami Beach, FL 33139 (City Center area)","City of Miami Beach, FL",40.0,4.3,"Prepares and maintains reports, records and correspondence concerning mechanical enforcement and inspection activities, enters inspection request results into…",Miami
Board Certified Behavior Analyst (BCBA),,Kid Centered Therapy,65.5,,"Analysis data and update plans accordingly. Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place.",Miami
Computer scientist for cognitive neuroscience lab,"Miami, FL 33199",Florida International University,16.0,4.3,"Neuroscience research, primarily using electroencephalography (EEG) data. The research assistant will work primarily with Dr. George Buzzell and other members…",Miami
Commerce Developer,"Miami, FL",SHGT,72.5,,"Lead midlevel planning exercises with developers. High school or equivalent (Preferred). Design, Plan and implement solutions in eco system which consist…",Miami
Administrative Assistance,"Key Biscayne, FL 33149",Nano Prolube USA LLC,21.0,,"Coordinate and/or purchase office supplies, cafeteria services, or other, as required. BS in Business Administration or related field (Desired).",Miami
Sales Back Office Analyst,,Intcomex,18.5,3.8,Proven 2 years of work experience as a Sales administrator or Sales support agent. Personal protective equipment provided or required.,Miami
Purchasing Agent,"Doral, FL 33126 (Flagami area)",Florida Department of Health in Miami-Dade County,17.0,,"Compiles data in order to process contracts or purchase orders. The incumbent processes change orders, purchase requisitions or rental of standard commodities,…",Miami
Sales Back Office Analyst,"Miami, FL 33178",Intcomex,18.5,3.8,Proven 2 years of work experience as a Sales administrator or Sales support agent. Personal protective equipment provided or required.,Miami
Administrative Assistance,"Key Biscayne, FL 33149",Nano Prolube LLC,21.0,,Emotional intelligence and good interpersonal skills. BS in Business Administration or related field (Desired). Support in the preparation of Presentations.,Miami
Financial Analyst (Mid Level),"Miami, FL 33126 (Flagami area)",Express Pros,15.0,3.8,You will analyze financial data and preparing various accounting and financial reports based on this data and your research backed opinions.,Miami
Registered Behavior Technician (RBT),"Hialeah, FL",Sprout Therapy,20.0,,"Minimum high school degree or equivalent, BA or BS preferred (or enrollment in a current program). They will assist patients with day to day activities, monitor…",Miami
Registered Behavior Tech (RBT),"Fort Lauderdale, FL",Ann Storck Center,22.0,2.8,Collect and graph data accurately and efficiently. Must have or be actively working towards a Bachelor’s Degree from an accredited university/college in…,Miami
Student Research Assistant - Latin American and Carib Ctr,"Miami, FL",Florida International University,15.0,4.3,"A database/ registry in Excel with basic information on all courses, research projects, outreach activities as well as student or cultural associations at FIU…",Miami
Behavior Companion,"Davie, FL",Arc Broward,12.0,3.8,Collects data and monitors data collection for accuracy. Partners with the behavior analyst and provides feedback regarding client performance.,Miami
Business Intelligence Specialist,"New Orleans, LA 70125 (Central City area)","Odyssey House Louisiana, Inc.",28.0,2.9,"Ensure the use of business intelligence applications to enhance decision making; This position will review and validate client data as it is collected, monitor…",New Orleans
Laboratory Technician,"New Orleans, LA",RX2 Nurses,25.0,,They need to be highly proficient with data analyst and have worked in high throughput labs. Personal protective equipment provided or required.,New Orleans
Network Administrator with Solarwinds RMM Experience,"New Orleans, LA",T L Data Corporation,25.5,,Remote Desktop Services or Team Viewer. Perform pro-active monitoring of network elements and alerts to identify those components/elements that are causing or…,New Orleans
HCV Financial Specialist,"New Orleans, LA 70122 (Dillard area)",Housing Authority of New Orleans (HANO),22.5,3.7,"An Associate’s degree in Accounting or related field from an accredited college or University with five years of progressive experience in preparation,…",New Orleans
Quality Control Associate (minimum 4 years of experience required),"New Orleans, LA 70119 (Bayou Saint John area)","K-Belle Consultants, LLC",22.5,,Require that defective work or material be corrected or removed until it is made compliant. High school or equivalent (Required). A valid driver’s license.,New Orleans
Assistant IT Administrator,"Metairie, LA 70002",Donaldson Companies,16.0,,High school or equivalent (Preferred). Previous experience in IT or other related fields. You will coordinate activities in fields such as electronic data…,New Orleans
Associate Development Director,"New Orleans, LA 70114 (McDonogh area)",Élan Academy Charter School,35.0,5.0,One or more years of progressively responsible fundraising experience CFRE or other training and development a plus. Élan adds one grade level per year.,New Orleans
Coach / Mentor / Event Specialist,"New Orleans, LA",Boosterthon Enterprises,13.0,4.4,"High school or equivalent (Preferred). Engaging with teachers, parents, and administrators. All Booster team members are required to wear a mask on elementary…",New Orleans
Data Analyst,"Alpharetta, GA 30022",Alois Staffing,18.0,4.4,"Bachelor’s degree or higher in business, information management, finance, or a related field. Use computer software to collect, compile, and review business…",Atlanta
Business Analyst ( Junior),"Alpharetta, GA",Computing Concepts Inc,62.0,,"Assess business process and system inefficiencies. Identify, create and facilitate process design changes by conducting business and systems process analysis…",Atlanta
Data Engineer- GCP,"Atlanta, GA 30312 (Grant Park area)",CA-One Tech Cloud Inc,52.5,,"Minimum 1 year of experience integrating GCP or 3rd party KMS, HSM with GCP data services for building secure data solutions. Job Types: Full-time, Contract.",Atlanta
Sr. Business Analyst,"Atlanta, GA",Pegasys Information Technologies,67.5,,BA experience in data projects preferred. Business analyst: 9 years (Preferred). Calabrio or Teleopti: 2 years (Preferred). 8-10 years of IT experience.,Atlanta
Business Analyst,,"CGI Group, Inc.",75.0,3.6,You will have the business knowledge and perspective of a particular business and the IT needs of that business unit. Able to work under tight deadlines.,Atlanta
Business Analyst,"Atlanta, GA",Wiverse,28.0,3.7,"Conducts business impact analyses and validation studies and market research through all stages: concept formulation, definition of metrics, determination of…",Atlanta
IT Business Analyst,"Atlanta, GA",Hierarch Soft Technologies Inc,44.0,,"Collecting and analyzing data for potential business expansion. General knowledge of data storage and data analysis solutions. Excel – high level, Pivot Tables.",Atlanta
"Intern (Associate Market Analyst, Business Development)","Atlanta, GA",Pearson,20.0,3.7,Perform market research and analysis. Evaluate costs and benefits of multiple actions and/or solutions and provide data-driven recommendations.,Atlanta
Educational Sales Coordinator (Work from Home),,Varsity Tutors,18.0,3.9,"Complete transactions and or schedule a follow-up conversations with prospective clients. Remote Position, fully work from home (or wherever you like!).",Atlanta
IT Business Analyst,"Atlanta, GA 30334 (Adair Park area)",ePATHUSA Inc,50.0,,"Analyze data to determine the root cause of any issue and communicate with business and technical team as needed. This is a contract position in Atlanta, GA.",Atlanta
Monitoring Engineer Data migration splunk(w2 only),"Alpharetta, GA",Infolob,70.0,,Work experience should indicate previous experience in at least 2 of the following areas. A successful candidate will have excellent analytical and problem…,Atlanta
Business Analyst,"Kennesaw, GA 30144",Apptrics LLC,37.5,,Understanding of database concepts such as schemas and data relationships. Qualifications: Bachelor's Degree in Computer Science or related field or equivalent…,Atlanta
GTRI Data Analyst (643566),"Atlanta, GA 30318 (Loring Heights area)",Kaizen Technologies,43.0,3.7,"3-4 years as a business analyst (working with stakeholders on requirements and business process). Fascination with data, desire to learn new concepts, finds…",Atlanta
Shipping and Receiving Clerk,"Atlanta, GA 30309 (Brookwood Hills area)",Axion Biosystems,17.0,3.8,"Personal protective equipment provided or required. High school or equivalent (Required). Sanitizing, disinfecting, or cleaning procedures in place.",Atlanta
Operations Research Analyst,"Atlanta, GA 30309 (Midtown area)","Aptonet, Inc",55.0,,"You will have direct contact with business partners and you will participate in identifying business requirements, collecting and performing data analysis,…",Atlanta
Technical Business Analyst,"Alpharetta, GA","Cortex Consulting Services, LLC",50.0,,"Must have banking or financial domain experience. Should know about databases writing queries, extracting data ,postman etc. Maximum of 8+ Expereince required.",Atlanta
Power BI Developer,"Atlanta, GA 30334 (Adair Park area)",TTS Solutions Inc,60.0,,Experience manipulating large sets of data (historic/real-time) and structured/unstructured data sources (SQL Server/Oracle). Required 3 Years Coding in SQL.,Atlanta
Office Administrator,"Tucker, GA 30084",Panel Systems Unlimited,18.0,,Enter order into our database. Preference for a small business environment. High school or equivalent (Preferred). Order product from appropriate vendors.,Atlanta
IT Business Analyst 2,"Atlanta, GA",Iscientiaus,50.0,,Analyze data to determine the root cause of any issue and communicate with business and technical team as needed. The role of the Business Analyst will: *.,Atlanta
BI Developer,"Atlanta, GA 30303 (Five Points area)",Dillon Digitals,53.0,,Undergraduate degree in computer science or related area of study. Able to implement row level security on data and have an understanding of application…,Atlanta
Data Architect,"Atlanta, GA 30334 (Adair Park area)",TTS Solutions Inc,70.0,,"Defines and implements the strategy roadmap for enterprise data, implementation and data management for new data sources, publicly available data, business-to…",Atlanta
SOLUTIONS ANALYST (PART-TIME),"Marietta, GA 30090",Cobb County Government,30.0,3.8,"Supports complex applications with multiple web, application, and database servers: develops SQL, database queries, and database reporting tools utilizing…",Atlanta
Mainframe Developer / Engineer,"Atlanta, GA",ibrain Technologies Inc,55.0,,"Work with data and analytics experts to strive for greater functionality in data systems. Assemble large, complex data sets that meet functional / non…",Atlanta
Mid- Level IT Business Analyst,"Kennesaw, GA 30144",ClientSolv Technologies,34.0,4.0,Understanding of database concepts such as schemas and data relationships. Bachelor's Degree in Computer Science or related field or equivalent combination of…,Atlanta
Business Intelligence Developer- Cognos,"Atlanta, GA 30312 (Grant Park area)",CA-One Tech Cloud Inc,52.5,,"Operating Systems Experience: Windows 2012 or later, Windows 7 or later. Bachelor’s Degree in Computer Science, Information Systems or similar.",Atlanta
Senior Information Technology Analyst - EDI Developers,"Atlanta, GA 30339",Alexander & Company,34.5,4.0,"Identify, research, and correct client/benefits carrier enrollment discrepancies. Bachelor’s Degree with 5-7 years of successful related experience or…",Atlanta
Business Process Analyst,"Atlanta, GA",WIVERSE,47.5,3.7,"8 or more years of experience in related field (i.e. customer account management, related data analysis and metrics, etc.). Job Types: Full-time, Contract.",Atlanta
Google Cloud Data Engineer,"Atlanta, GA",ibrain Technologies Inc,60.0,,"Work with data and analytics experts to strive for greater functionality in data systems. Assemble large, complex data sets that meet functional / non…",Atlanta
IT Business Analyst Level 4,"Kennesaw, GA 30144",Dillon Digitals,36.0,,Understanding of database concepts such as schemas and data relationships. Qualifications: Bachelor's Degree in Computer Science or related field or equivalent…,Atlanta
Network Engineer,"Hapeville, GA",Boson Solutions,50.0,,"Completion of a college or university degree in information systems/technology/ networking, or related work experience. Job Types: Part-time, Contract.",Atlanta
Security Operations Center Operator,"Sandy Springs, GA 30328",G4S,17.0,3.4,"Bachelor’s degree in protective services, business or related field. Associate’s degree (or 60 credits) or higher in criminal justice with current or prior…",Atlanta
Tableau Developer,"Atlanta, GA",Riya Software Consulting,44.5,,Strong Visual Design skills; experience in using features in the latest versions of business intelligence tools - Good dashboarding experience and ability to…,Atlanta
Senior Financial Analyst,"Atlanta, GA 30326 (North Buckhead area)",Matrss,56.0,,"Functions may include: collecting, analyzing, consolidating internal financial data; maintaining moderately complex financial reporting systems; conducting in…",Atlanta
Project Engineer,,Bennett-Pless Inc.,30.0,,"Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place. Client Management Experience a Plus.",Atlanta
Lead Data Engineer,,"SOL Digital, LLC",92.5,,"Experience with setting up and operating data pipelines using Python or SQL. *Understanding of data architecture concepts such as data modeling, metadata,…",Atlanta
GIS Analyst,"Atlanta, GA 30328",Lowe Engineers,19.0,3.6,Personal protective equipment provided or required. Direct experience performing feature collection utilizing aerial or satellite imagery preferred.,Atlanta
Revenue Analyst,"Atlanta, GA 30339",Radiant Systems Inc,18.0,3.8,Revenue analyst: 3 years (Required). Prefer candidates with data analysis experience and solid math skills. We’re looking for individuals that excel at problem…,Atlanta
Sr. Data Engineer with 10+ Yrs,"Atlanta, GA",Digital Dhara,50.0,,Should be able to configure pipelines to ingest data from data sources to the data platform. Should be able to configure pipelines to ingest and process data…,Atlanta
Hadoop Administrator,"Atlanta, GA 30312 (Grant Park area)",CA-One Tech Cloud Inc,55.0,,"Experience with SQL database systems and database technologies (e.g., MySQL, Oracle, Postgres). Develop bash shell or python scripts, LINUX utilities LINUX…",Atlanta
Aurora Postgres SQL Database Engineer,"Alpharetta, GA","AGM Tech Solutions, INC.",56.5,,"7+ years of Postgres or Oracle database development experience. Knowledge of operating relationships between database, business applications, and the operating…",Atlanta
GA GDOL - Help Desk Analyst 2 - (644181),"Atlanta, GA 30303 (Downtown area)",Kaizen Technologies,18.0,3.7,"Refer major hardware or software problems or defective products to third party support vendors for service. Develop training materials and procedures, or train…",Atlanta
GDOT Enterprise Data Architect,"Atlanta, GA 30308 (Downtown area)",TekPal,65.0,,"For new data sources, publicly available data, business-to-business partnerships and advanced Data. And data management for our enterprise data warehouse and…",Atlanta
Enterprise Database Architect 1,"Atlanta, GA 30303 (Five Points area)",Dillon Digitals,71.0,,"For new data sources, publicly available data, business-to-business partnerships and advanced Data. And data management for our enterprise data warehouse and…",Atlanta
System Support Analyst,"Atlanta, GA",KBS Solutions,50.0,,"Knowledge in Oracle SQL Developer, database and relational data models. Provide ongoing user support and resolution for system, application and/or data issues.",Atlanta
Telecom Program Manager - Analyst II,"Atlanta, GA",Wiverse,38.0,3.7,"Produces reports, analyzes data and develops business cases. Conducts business requirements reviews and formulates logical statements of business requirements;…",Atlanta
Help Desk Analyst,"Atlanta, GA 30303 (Five Points area)",Dillon Digitals,19.0,,"Maintain records of daily data communication transactions, problems and remedial actions taken, or. Refer major hardware or software problems or defective…",Atlanta
Data Analytics Consultant,"Atlanta, GA","LxR Consulting, LLC",42.5,,"Background knowledge/experience of database design and management, data analytics, data visualization. Related university degree or college diploma required and…",Atlanta
Helpdesk Analyst,"Kennesaw, GA 30144",Seer Solutions Inc.,14.5,,"Ensure compliance with all current Kennesaw State University security protocols as well as FERPA, HIPPA, USG and State of Georgia policies to protect data and…",Atlanta
Estate Care Specialist,,Phillips & Cohen Associates,17.0,2.6,,Atlanta
Sr. Compensation Analyst,"Atlanta, GA 30318 (Marietta Street Artery area)",Georgia Institute of Technology,32.5,4.2,Certified Compensation Professional (CCP) Preferred skills include People Soft query writing and experience with Pay Factors or similar market data software…,Atlanta
Sr. Compensation Analyst,"Atlanta, GA",Wiverse,42.0,3.7,Partners with HRMS as needed to acquire data or resolve job data issues. 5 or more years of direct compensation analysis experience.,Atlanta
Stationary Engineer,"Chamblee, GA","Four Seasons Environmental, Inc.",28.0,3.9,"Experience: Apprentice or Technical School graduate, or a combination of journey-level experience. The Stationary Engineer operates and maintains one or more…",Atlanta
Resident,"Atlanta, GA",STE(A)M Truck,20.0,,"STE(A)M Truck creates a community of adult STE(A)M role models –scientists, technologists, engineers, and local artists, along with.",Atlanta
mysql postgre sql administrator (w2 only),"Alpharetta, GA",Infolob,59.5,,Experience with transforming data from Legacy databases into archival data stores. Experience with data center migration is required.,Atlanta
Jr. Java Developer,"Atlanta, GA","Qualitee 360, LLC",25.0,,Experience developing database schemas and ORMs that both support business processes and promote scalability. Implementation of security and data protection.,Atlanta
AR & Deduction Specialist,"Marietta, GA 30062",High Road Craft Ice Cream,20.0,3.3,"Personal protective equipment provided or required. A good fit for applicants with gaps in their resume, or who have been out of the workforce for the past 6…",Atlanta
Technical Writer,,Internal Data Resources,19.5,3.7,"Meets with engineers, programmers, and project managers to learn about specific products or processes. Demonstrated ability to present complex data in clear,…",Atlanta
IT Support Specialist I,"Atlanta, GA 30318","I2U Systems, Inc.",52.5,,"Knowledge in Oracle SQL Developer, database and relational data models. Provide ongoing user support and resolution for system, application and/or data issues.",Atlanta
Data Cloud Analyst,,"Apollo Professional Solutions, Inc",61.5,3.8,Responsible for planning and engineering of an organization's cloud computing infrastructure and applications. Implements and designs hardware and software.,Atlanta
Full Time Retail Merchandiser,,Jacent Strategic Merchandising,14.0,2.5,Personal protective equipment provided or required. High school or equivalent (Preferred). Merchandising or Retail: 1 year (Preferred). Who We’re Looking For*.,Atlanta
2021 Research & Development Fall Co-Op,"Jacksonville, FL",Johnson & Johnson Family of Companies,21.0,4.2,Assignment area and work-site location will be matched to business needs. Proven leadership/participation with campus programs and/or community service…,Jacksonville
OPS F & W BS IV - 77902350,"Jacksonville, FL",The State of Florida,21.0,3.5,"The position is expected to courteously assist Commission constituents to resolve questions or problems they may have in matters relating to the Commission, its…",Jacksonville
2021 Research and Development Summer Internship,"Jacksonville, FL",Johnson & Johnson Family of Companies,21.0,4.2,Assignment area and work-site location will be matched to business needs. Proven leadership/participation with campus programs and/or community service…,Jacksonville
Mental Health Support Specialist,"Jacksonville, FL",Wounded Warrior Project,22.5,4.0,Four years of veteran-focused mental health programming or case management. Unequivocal commitment to the highest standards of personal and business ethics and…,Jacksonville
Wireless Tower Crew Lead - Foreman,"Jacksonville, FL 32254",DISH,26.5,3.2,Write routine reports and business correspondence. Write routine reports and business correspondence. Speak effectively before employees of the organization…,Jacksonville
Database Administrator,"Jacksonville, FL 32211 (Arlingwood area)",The 4 Hour Agency,28.0,,"As a database administrator, you will be working with internal teams and existing clients to troubleshoot database/application performance issues, query…",Jacksonville
Estate Care Specialist,"Jacksonville, FL",Phillips & Cohen Associates,17.0,2.6,"Respond-to and address inquiries from attorneys, executors, administrators, and/or estate representatives. High-school diploma, or equivalent.",Jacksonville
IT Help Desk,"Jacksonville, FL 32224 (Beach Haven area)",Crucial Care / Crucialist,20.0,,"Windows Server, SonicWall Firewall, and/or Hyper-V or VMware certifications and/or experience preferred. Execute various internal IT projects or initiatives…",Jacksonville
Behavior Analyst - BCBA / BCaBA,"Jacksonville, FL",Family Behavioral Support,46.5,,Collecting ongoing data of targeted behaviors and replacement behaviors and analyze data on weekly/monthly basis (using data collection software).,Jacksonville
Apply TODAY!! Behavioral Technician (Registered Behavioral Technician),"Jacksonville, FL",Cultivate Behavioral Health & Education,17.0,3.6,Collect and maintain accurate data and clinical notes utilizing data collection software. Personal protective equipment provided or required.,Jacksonville
Call Center Representative - Starting 2/22/21,"Jacksonville, FL 32256 (Royal Lakes area)",Tax Defense Network LLC,14.0,3.5,Some functions may exclude individuals who pose a direct threat or significant risk to the health and safety of themselves or others. On-site gym and cafe.,Jacksonville
Behavior Technician (Registered Behavior Technician) - APPLY NOW!!,"Yulee, FL",Cultivate Behavioral Health & Education,18.0,3.6,Collect and maintain accurate data and clinical notes utilizing data collection software. Personal protective equipment provided or required.,Jacksonville
ALG2 / Stats and upper Math Tutors (10-15 HRS/WK) -- IN PERSON,"Saint Johns, FL 32259",Tutoring Club of St. Johns,14.0,,Personal protective equipment provided or required. If you can tutor both ALG2 (or above) and Chemistry or Physics -- then you start at $15/ hr with annual pay…,Jacksonville
Accounting Analyst (Financial Services),"Jacksonville, FL",HGcomply,20.0,,"Financial Services or Investment Services related work: 2 years (Required). Performs basic calculations and light reconciliation such as bank deposits, cash…",Jacksonville
Sr. Financial / Accounting Analyst,"Ponte Vedra Beach, FL 32082",National Auto Care,25.0,,"Bachelor's Degree (four-year college or technical school) in Accounting, Finance or related field: Required. Personal protective equipment provided or required.",Jacksonville
Registered Behavior Technician (RBT),"Jacksonville, FL 32223 (Julington Creek area)",Great Strides Rehabilitation,18.0,3.9,"Collect and input data daily. Personal protective equipment provided or required. Sanitizing, disinfecting, or cleaning procedures in place.",Jacksonville
Customer Service Representative (temp-to-perm),"Jacksonville, FL",City Facilities Management (FL) LLC,16.0,2.5,High School Diploma or equivalent. Knowledge of or experience in retail/customer service. Previous help desk or call center experience is not required.,Jacksonville
Tobacconist,"Jacksonville, FL 32218 (Jacksonville North Estate area)",Dapper D's Cigars,13.0,,"The employee frequently is required to climb or balance and stoop, kneel or sit; the employee must frequently lift and/ or move up to 35 pounds.",Jacksonville
Behavioral Therapist,"Jacksonville, FL",Total Life Therapy,60.0,,"Valid state license as a Clinical Social Worker (or state equivalent), Clinical Psychologist or Psychiatrist. Weekly consultation meetings with other therapists…",Jacksonville
